薙	艹矢亻亠龶
屾	山山
𬬹	钅申
𬳽	马⺧儿
生	丿龶
声	士乛丨一丿
圣	又土
胜	月生
升	丿廾
省	少目
剩	千丨一一匕丿ㄟ刂
绳	纟口电
牲	牛生
笙	⺮生
甥	生田力
昇	日升
嵊	山千丨一一匕丿ㄟ
眚	生目
陞	阝升土
是	日一丨一人
时	日寸
事	一丨乛一乛一一丨
实	宀丶丶大
十	一丨
师	丨丿一巾
使	亻吏
屎	尸米
世	一丨丨一乛
始	女厶口
失	丿夫
士	十一
湿	氵日业
识	讠口八
视	礻冂见下
势	扌丸力
市	亠巾
室	宀一厶土
式	弋工
示	二小
试	讠弋工
史	丨乛一丿ㄟ
食	人良
施	方丿一也
适	辶千口
释	丿米又一一丨
诗	讠土寸
尸	乛一丿
氏	丿乛一乛
侍	亻土寸
饰	饣丿一巾
誓	扌斤亠一一口
驶	马史
逝	辶扌斤
狮	犭丨丿一巾
噬	口⺮工人人
仕	亻士
矢	丿天
拭	扌弋工
嗜	口耂匕日
似	亻乛丶人
蚀	饣虫
恃	忄土寸
柿	木亠巾
弑	乂朩弋工
轼	车弋工
虱	乛丿虫
谥	讠丷一八皿
舐	千口氏
媞	女日一丨一人
豕	一丿乛丿丿丿ㄟ
莳	艹日寸
筮	⺮工人人
蓍	艹耂匕日
螫	土丿丨丿丶攵虫
炻	火石
鲥	鱼日寸
奭	大百百
湜	氵日一丨一人
埘	土日寸
酾	酉丽
祏	礻石
栻	木弋工
贳	世冂人
铈	钅亠巾
鲺	鱼乛丿虫
鼫	臼乛丶丶乛丶丶乛石
邿	土寸阝
鸤	尸鸟
嘘	口虍业
峙	山土寸
殖	歹十具上
浉	氵丨丿一巾
襫	衤大百百
䏡	月二小
䴓	一巾鸟
𫚕	鱼丨丿一巾
𬤊	讠日一丨一人
手	丿一一丨
受	丿⺍冖又
收	乛丨攵
首	丷一自
守	宀寸
熟	亠口子丸灬
兽	丷田一口
授	扌丿⺍冖又
瘦	疒丿丨一乛一一丨又
售	亻亠龶口
寿	寿上寸
狩	犭宀寸
绶	纟丿⺍冖又
艏	舟丷一自
书	乛乛丨丶
数	米女攵
术	木丶
树	木又寸
属	尸禹
叔	上小又
束	一丨乛一丨丿ㄟ
舒	人干口龴乛丨
输	车人一月刂
述	辶术
殊	歹朱
鼠	臼乛丶丶乛丶丶乛
疏	乛止亠厶丿丨乛
淑	氵上小又
竖	丨丨又立
署	罒耂日
墅	里龴乛丨土
梳	木亠厶丿丨乛
蜀	罒勹虫
恕	女口心
倏	亻丨夂犬
暑	日耂日
庶	广廿灬
漱	氵束⺈人
赎	冂人十乛丶丶大
姝	女朱
枢	木匚乂
蔬	艹乛止亠厶丿丨乛
薯	艹罒耂日
曙	日罒耂日
抒	扌龴乛丨
孰	亠口子丸
戍	戊丶
塾	亠口子丸土
纾	纟龴乛丨
澍	氵士口丷一寸
黍	禾人氺
沭	氵术
秫	禾术
殳	几又
菽	艹上小又
腧	月人一月刂
毹	人一月刂毛
摅	扌虍心
婌	女上小又
鄃	人一月刂阝
隃	阝人一月刂
陎	阝朱
𬬸	钅术
刷	尸巾刂
耍	而女
唰	口尸巾刂
帅	丨丿巾
摔	扌亠幺冫丿丶十
甩	冂一一乛
涮	亠丨乛一一𧘇
闩	门一
腨	月山而
双	又又
爽	大乂乂乂乂
霜	雨木目
孀	女雨木目
鹴	雨木目鸟
骦	马雨木目
礵	石雨木目
水	丨乛丿ㄟ
睡	目垂
税	禾丷口儿
帨	巾丷口儿
说	讠丷口儿
顺	川一丿冂人
瞬	目丿⺍冖夕一乛丨
吮	口厶儿
舜	丿⺍冖夕一乛丨
楯	木丿丿十目
烁	火乐
硕	石一丿冂人
朔	丷一乛丨丿月
铄	钅乐
槊	丷一乛丨丿月木
搠	扌丷一乛丨丿月
妁	女勺
蒴	艹丷一乛丨丿月
死	歹匕
四	囗儿
思	田心
斯	其上八斤
司	乛一口
丝	乛乛乛乛一
私	禾厶
寺	土寸
撕	扌其上八斤
肆	一丨一二厶聿
嘶	口其上八斤
厮	厂其上八斤
祀	礻巳
嗣	口冂艹乛一口
饲	饣乛一口
巳	乛一乛
泗	氵囗儿
咝	口丝
姒	女乛丶人
汜	氵巳
驷	马囗儿
鸶	丝鸟
兕	凹儿
涘	氵厶矢
缌	纟田心
蛳	虫丨丿一巾
澌	氵其上八斤
锶	钅田心
笥	⺮乛一口
耜	耒㠯
飔	几乂田心
凘	冫其上八斤
虒	丿丿虍几
㟃	山乛一口
楒	木田心
送	辶丷天
松	木八厶
宋	宀木
耸	人人耳
诵	讠龴用
怂	人人心
𪨊	尸人人
颂	八厶一丿冂人
嵩	山亠口冂口
悚	忄束
讼	讠八厶
忪	忄八厶
淞	氵木八厶
崧	山木八厶
竦	立束
凇	冫木八厶
菘	艹木八厶
娀	女戈𠂇
㧐	扌又又
搜	扌丿丨一乛一一丨又
艘	舟丿丨一乛一一丨又
嗽	口束⺈人
嗖	口丿丨一乛一一丨又
叟	丿丨一乛一一丨又
飕	几乂丿丨一乛一一丨又
擞	扌米女攵
馊	饣丿丨一乛一一丨又
薮	艹米女攵
廋	广丿丨一乛一一丨又
溲	氵丿丨一乛一一丨又
嗾	口方丿一矢
锼	钅丿丨一乛一一丨又
瞍	目丿丨一乛一一丨又
蒐	艹鬼
螋	虫丿丨一乛一一丨又
诉	讠斥
速	辶束
苏	艹办
素	龶幺小
宿	宀亻百
俗	亻八人口
肃	乛一一丨丿丨丿丶
塑	丷一乛丨丿月土
酥	酉禾
簌	⺮束⺈人
粟	西米
稣	鱼禾
溯	氵丷一乛丨丿月
愫	忄龶幺小
夙	几歹
谡	讠田八夂
窣	宀八亠人人十
蔌	艹束⺈人
涑	氵束
嗉	口龶幺小
僳	亻西米
觫	⺈用束
骕	马肃
甦	更生
鹔	肃鸟
傃	亻龶幺小
蹜	⻊宀亻百
缩	纟宀亻百
𫗧	饣束
算	⺮目廾
酸	酉厶八夂
蒜	艹二小二小
狻	犭厶八夂
虽	口虫
随	阝𠂇月辶
岁	山夕
碎	石亠人人十
遂	辶丷豕
隋	阝𠂇工月
髓	骨𠂇工月辶
祟	出二小
穗	禾一丨乛一一丨一丶心
邃	辶宀八丷豕
隧	阝丷豕辶
绥	纟丿⺍女
燧	火丷豕辶
睢	目亻亠龶
眭	目土土
荽	艹丿⺍女
谇	讠亠人人十
濉	氵目亻亠龶
穟	禾丷豕辶
璲	王丷豕辶
襚	衤丷豕辶
旞	方丿一丷豕辶
𫟦	车丷豕辶
𬭼	钅丷豕辶
孙	子小
损	扌口冂人
笋	⺮尹
隼	亻亠龶十
荪	艹子小
狲	犭子小
榫	木亻亠龶十
飧	夕人良
所	丿丿乛一斤
索	十冖幺小
锁	钅⺌冂人
嗦	口十冖幺小
梭	木厶八夂
琐	王⺌冂人
唆	口厶八夂
娑	氵少女
蓑	艹亠丨乛一一𧘇
桫	木氵少
唢	口⺌冂人
睃	目厶八夂
嗍	口丷一乛丨丿月
羧	⺶厶八夂
溹	氵十冖幺小
他	亻也
她	女也
它	宀匕
塔	土艹人一口
踏	⻊水日
拓	扌石
塌	土日习习
榻	木日习习
蹋	⻊日习习
遢	辶日习习
挞	扌大辶
趿	⻊及
獭	犭束⺈冂人
祂	礻也
闼	门大辶
鳎	鱼日习习
铊	钅宀匕
溻	氵日习习
阘	门日习习
褟	衤日习习
鞳	革艹人一口
太	大丶
台	厶口
态	太心
抬	扌厶口
泰	寿上ㄟ氺
胎	月厶口
汰	氵太
苔	艹厶口
跆	⻊厶口
钛	钅太
邰	厶口阝
薹	艹士口冖一厶土
肽	月太
炱	厶口火
酞	酉太
鲐	鱼厶口
谈	讠火火
叹	口又
探	扌冖八木
坦	土日一
贪	人丶乛冂人
坛	土二厶
摊	扌又亻亠龶
滩	氵又亻亠龶
谭	讠西日十
潭	氵西日十
瘫	疒又亻亠龶
毯	毛火火
炭	山𠂇火
忐	上心
檀	木亠囗口日一
痰	疒火火
碳	石山𠂇火
袒	衤日一
昙	日二厶
坍	土丹
郯	火火阝
倓	亻火火
锬	钅火火
钽	钅日一
璮	王亠囗口日一
惔	忄火火
菼	艹火火
榃	木木田
磹	石西日十
堂	⺌冖口土
唐	广乛一一丨口
躺	身⺌冂口
汤	氵乛丿丿
趟	土丨一人⺌冂口
糖	米广乛一一丨口
烫	氵乛丿丿火
膛	月⺌冖口土
倘	亻⺌冂口
淌	氵⺌冂口
棠	⺌冖口木
塘	土广乛一一丨口
搪	扌广乛一一丨口
螳	虫⺌冖口土
傥	亻⺌冖口儿
瑭	王广乛一一丨口
镗	钅⺌冖口土
帑	女又巾
樘	木⺌冖口土
蹚	⻊⺌冖口土
嘡	口⺌冖口土
溏	氵广乛一一丨口
螗	虫广乛一一丨口
羰	⺶山𠂇火
镋	钅⺌冖口儿
耥	耒⺌冂口
埫	土⺌冂口
铴	钅氵乛丿丿
䣘	⺌冖口土阝
鄌	广乛一一丨口阝
逃	辶儿冫丿丶
讨	讠寸
套	大一丨一二厶
桃	木儿冫丿丶
涛	氵寿上寸
掏	扌勹缶
陶	阝勹缶
滔	氵丿⺍臼
萄	艹勹缶
淘	氵勹缶
韬	韦丿⺍臼
焘	寿上寸灬
啕	口勹缶
饕	口一乛虍几人良
绦	纟夂朩
洮	氵儿冫丿丶
梼	木寿上寸
绹	纟勹缶
弢	弓乛丨丨又
鼗	儿冫丿丶士口丷一十又
慆	忄丿⺍臼
𫘦	马勹缶
特	牛土寸
忑	下心
慝	匚艹𠂇口心
铽	钅弋心
忒	弋心
疼	疒夂丶丶
腾	月龹马
藤	艹月龹氺
滕	月龹氺
誊	龹亠一一口
螣	月龹虫
縢	月龹幺小
熥	火龴用辶
䲢	月龹鱼
题	日一丨一人一丿冂人
体	亻本
替	夫夫日
踢	⻊日勿
梯	木丷乛一乛丨丿
蹄	⻊亠丷冖巾
惕	忄日勿
涕	氵丷乛一乛丨丿
啼	口亠丷冖巾
剔	日勿刂
屉	尸世
剃	丷乛一乛丨丿刂
嚏	口十冖田乛丨一人
倜	亻冂土口
缇	纟日一丨一人
逖	辶犭火
荑	艹夷
醍	酉日一丨一人
悌	忄丷乛一乛丨丿
鹈	丷乛一乛丨丿鸟
绨	纟丷乛一乛丨丿
锑	钅丷乛一乛丨丿
裼	衤日勿
趯	土丨一人习习亻亠龶
遆	辶亠丷冖巾
鳀	鱼日一丨一人
擿	扌亠丷冂十口辶
䏲	月丷乛一乛丨丿
䴘	丿丿虍几鸟
瑅	王日一丨一人
𫘨	马日一丨一人
天	一大
田	囗十
甜	千口甘
添	氵天⺗
填	土十具上八
舔	千口天⺗
恬	忄千口
腆	月丨乛一丨丨一八
阗	门十具上八
殄	歹人丿丿丿
忝	天⺗
湉	氵忄千口
畋	田攵
瑱	王十具上八
掭	扌天⺗
盷	目勹冫
淟	氵丨乛一丨丨一八
晪	日丨乛一丨丨一八
沺	氵田
黇	艹一由八丨一口
条	夂朩
跳	⻊儿冫丿丶
挑	扌儿冫丿丶
眺	目儿冫丿丶
迢	辶刀口
窕	宀八儿冫丿丶
佻	亻儿冫丿丶
笤	⺮刀口
祧	礻儿冫丿丶
髫	一丨一二厶丿丿丿刀口
粜	出米
龆	止人凵刀口
蜩	虫冂土口
鲦	鱼夂朩
朓	月儿冫丿丶
嬥	女习习亻亠龶
铁	钅失
贴	冂人丨一口
帖	巾丨一口
餮	歹人丿丿丿人良
萜	艹巾丨一口
听	口斤
停	亻亠口冖丁
厅	厂丁
挺	扌壬廴
庭	广壬廴
廷	廴壬
婷	女亠口冖丁
亭	亠口冖丁
艇	舟壬廴
霆	雨壬廴
汀	氵丁
蜓	虫壬廴
铤	钅壬廴
葶	艹亠口冖丁
莛	艹壬廴
珽	王壬廴
梃	木壬廴
烃	火乛丶工
渟	氵亠口冖丁
颋	壬廴一丿冂人
桯	木口王
侹	亻壬廴
䗴	虫⺮壬廴
圢	土丁
烶	火壬廴
𬘩	纟壬廴
同	冂一口
通	辶龴用
痛	疒龴用
统	纟亠厶儿
童	立里
铜	钅冂一口
筒	⺮冂一口
桶	木龴用
捅	扌龴用
瞳	目立里
桐	木冂一口
佟	亻夂丶丶
彤	丹丿丿丿
恸	忄二厶力
潼	氵立里
嗵	口龴用辶
僮	亻立里
酮	酉冂一口
仝	人工
茼	艹冂一口
曈	日立里
砼	石人工
烔	火冂一口
橦	木立里
哃	口冂一口
穜	禾立里
鲖	鱼冂一口
㛚	女龴用
峂	山夂丶丶
𦒍	立里习习
𫍣	讠冂一口
头	丶丶大
投	扌几又
偷	亻人一月刂
透	辶禾乃
骰	骨几又
突	宀八犬
图	囗夂丶丶
土	十一
徒	彳土丨一人
吐	口土
途	辶人余下
涂	氵人余下
屠	尸耂日
兔	⺈丨乛一丿乛丶
秃	禾几
凸	丨一丨乛一
荼	艹人余下
菟	艹⺈丨乛一丿乛丶
钍	钅土
堍	土⺈丨乛一丿乛丶
酴	酉人余下
稌	禾人余下
腯	月丿丿十目
葖	艹宀八犬
梌	木人余下
㻬	王雨亏
𬳿	马人余下
团	囗才
湍	氵山而
抟	扌专
彖	乛乛豕
疃	田立里
猯	犭山而
煓	火山而
推	扌亻亠龶
退	辶艮
腿	月艮辶
颓	禾几一丿冂人
褪	衤艮辶
蜕	虫丷口儿
煺	火艮辶
魋	鬼亻亠龶
𬯎	阝中一冂人
吞	天口
屯	一乛丨乛
臀	尸艹一八几又月
豚	月豕
饨	饣屯
暾	日亠口子攵
鲀	鱼屯
坉	土屯
忳	忄屯
焞	火亠口子
脱	月丷口儿
托	扌丿七
拖	扌丿一也
妥	丿⺍女
陀	阝宀匕
驼	马宀匕
唾	口垂
佗	亻宀匕
椭	木阝𠂇月
坨	土宀匕
沱	氵宀匕
砣	石宀匕
鸵	鸟宀匕
跎	⻊宀匕
柁	木宀匕
酡	酉宀匕
橐	一丨乛一丨冖石木
柝	木斥
侂	亻广丿七
鼍	口口田一口电
庹	广廿尺
箨	⺮扌又一一丨
萚	艹扌又一一丨
圫	土丿七
𬶍	鱼宀匕
哇	口土土
瓦	一乛乛丶
娃	女土土
挖	扌宀八乛
袜	衤末
蛙	虫土土
娲	女口内
洼	氵土土
佤	亻瓦
窊	宀八瓜
腽	月日皿
坬	土瓜
畖	田瓜
外	夕卜
歪	不正
崴	山戌女
完	宀二儿
晚	日⺈丨乛一丿乛
玩	王二儿
弯	亠丨丨丿丶弓
碗	石宀夕乛乛
湾	氵亠丨丨丿丶弓
婉	女宀夕乛乛
挽	扌⺈丨乛一丿乛
腕	月宀夕乛乛
宛	宀夕乛乛
顽	二儿一丿冂人
丸	丿乛丶
惋	忄宀夕乛乛
蜿	虫宀夕乛乛
琬	王宀夕乛乛
纨	纟丸
婠	女宀㠯
皖	白宀二儿
绾	纟宀㠯
剜	宀夕乛乛刂
菀	艹宀夕乛乛
豌	一口丷一宀夕乛乛
畹	田宀夕乛乛
烷	火宀二儿
脘	月宀二儿
芄	艹丸
塆	土亠丨丨丿丶弓
椀	木宀夕乛乛
𬇕	氵万
王	一土
望	亡月王
往	彳主
忘	亡心
网	冂乂乂
亡	亠乛
汪	氵王
妄	亡女
旺	日王
枉	木王
惘	忄冂丷一亡
罔	冂丷一亡
魍	鬼冂丷一亡
尢	𠂇乛
辋	车冂丷一亡
尪	尢王
为	丶丿乛丶
位	亻立
微	彳山一几攵
未	一一丨丿ㄟ
围	囗韦
卫	卩一
威	戌女
味	口未
维	纟亻亠龶
危	⺈厂乛乛
委	禾女
伟	亻韦
谓	讠田月
唯	口亻亠龶
慰	尸二小寸心
尾	尸毛
喂	口田一乛丿ㄟ
魏	禾女鬼
薇	艹彳山一几攵
惟	忄亻亠龶
违	辶韦
韦	一一乛丨
畏	田一乛丿ㄟ
伪	亻为
尉	尸二小寸
胃	田月
巍	山禾女鬼
蔚	艹尸二小寸
偎	亻田一乛丿ㄟ
萎	艹禾女
苇	艹韦
炜	火韦
玮	王韦
猥	犭田一乛丿ㄟ
娓	女尸毛
帷	巾亻亠龶
纬	纟韦
渭	氵田月
桅	木⺈厂乛乛
嵬	山鬼
猬	犭田月
隗	阝鬼
葳	艹戌女
痿	疒禾女
闱	门韦
煨	火田一乛丿ㄟ
诿	讠禾女
韪	日一丨一人韦
逶	辶禾女
帏	巾韦
圩	土于
潍	氵纟亻亠龶
溦	氵彳山一几攵
鲔	鱼𠂇月
艉	舟尸毛
隈	阝田一乛丿ㄟ
洧	氵𠂇月
沩	氵为
廆	广鬼
霨	雨尸二小寸
涠	氵囗韦
亹	亠丿丨一一冂一口乛一一冖且
碨	石田一乛丿ㄟ
煟	火田月
琟	王亻亠龶
硙	石山己
薳	艹土口𧘇辶
峗	山⺈厂乛乛
洈	氵⺈厂乛乛
螱	尸二小寸虫
鳂	鱼田一乛丿ㄟ
鳚	鱼尸二小寸
𣲗	氵韦
𫇭	艹为
𬀩	日韦
𬱟	⺈厂乛乛一丿冂人
𬶏	鱼⺈厂乛乛
问	门口
文	亠乂
温	氵日皿
闻	门耳
稳	禾⺈彐心
吻	口勿
纹	纟文
雯	雨文
蚊	虫文
芠	艹文
瘟	疒日皿
紊	文幺小
汶	氵文
玟	王文
刎	勿刂
炆	火文
璺	丿丨一一冂一口乛一一冖玉
阌	门丿⺍冖又
辒	车日皿
榅	木日皿
蕰	艹氵日皿
鳁	鱼日皿
𫘜	马文
翁	八厶习习
嗡	口八厶习习
瓮	八厶瓦
蓊	艹八厶习习
蕹	艹亠乡亻亠龶
滃	氵八厶习习
鹟	八厶习习鸟
𬭩	钅八厶习习
我	丿一丨一乛丿丶
握	扌尸一厶土
窝	宀八口内
卧	臣卜
沃	氵夭
倭	亻禾女
龌	止人凵尸一厶土
蜗	虫口内
渥	氵尸一厶土
斡	十日十人丶丶十
幄	巾尸一厶土
挝	扌寸辶
莴	艹口内
硪	石我
肟	月亏
偓	亻尸一厶土
踒	⻊禾女
物	牛勿
五	一丨乛一
武	一弋止
务	夂力
屋	尸一厶土
舞	丿一一丨丨丨丨一夕一乛丨
吴	口天
午	丿干
误	讠口天
雾	雨夂力
乌	丿乛乛一
悟	忄五口
伍	亻五
呜	口乌
巫	工人人
吾	五口
污	氵亏
捂	扌五口
勿	勹丿丿
兀	一儿
侮	亻丿一母
唔	口五口
梧	木五口
妩	女无
芜	艹无
诬	讠工人人
坞	土乌
毋	乛乛丿一
晤	日五口
蜈	虫口天
邬	乌阝
鹉	一弋止鸟
戊	戈丿
忤	忄午
骛	龴乛丨丿攵马
鹜	龴乛丨丿攵鸟
仵	亻午
婺	龴乛丨丿攵女
钨	钅乌
杌	木兀
焐	火五口
庑	广无
寤	宀爿五口
鋈	氵夭金
痦	疒五口
怃	忄无
牾	牛五口
圬	土亏
浯	氵五口
芴	艹勿
迕	辶午
鼯	臼乛丶丶乛丶丶乛五口
旿	日午
靰	革兀
洿	氵大亏
鹀	工人人鸟
郚	五口阝
屼	山兀
珷	王一弋止
铻	钅五口
峿	山五口
珸	王五口
𣲘	氵无
西	一丨乛丿乛一
喜	士口丷一口
息	自心
细	纟田
希	乂𠂇巾
习	乛冫
吸	口及
戏	又戈
洗	氵⺧儿
惜	忄艹一日
席	广廿巾
袭	龙亠𧘇
悉	丿米心
嘻	口士口丷一口
析	木斤
稀	禾乂𠂇巾
熙	匚丨口丨巳灬
夕	丿乛丶
晰	日木斤
溪	氵丿⺍幺大
兮	八一乛
牺	牛西
膝	月木人氺
媳	女自心
隙	阝小日小
昔	艹一日
锡	钅日勿
嬉	女士口丷一口
熄	火自心
犀	尸氺牛
曦	日⺷丿一丨丿丶一乛乛丿丶
禧	礻士口丷一口
皙	木斤白
玺	⺈小玉
汐	氵夕
蜥	虫木斤
奚	丿⺍幺大
唏	口乂𠂇巾
羲	⺷丿一丨丿丶一乛乛丿丶
淅	氵木斤
徙	彳止丨一人
熹	士口丷一口灬
蟋	虫丿米心
翕	人一口习习
檄	木白方攵
僖	亻士口丷一口
窸	宀八丿米心
铣	钅⺧儿
郗	乂𠂇巾阝
晞	日乂𠂇巾
烯	火乂𠂇巾
屃	尸冂人
浠	氵乂𠂇巾
阋	门臼儿
樨	木尸氺牛
傒	亻丿⺍幺大
醯	酉亠厶丿丨乛皿
隰	阝日幺幺灬
螅	虫自心
爔	火⺷丿一丨丿丶一乛乛丿丶
屣	尸彳止丨一人
硒	石西
釐	未攵厂里
葸	艹田心
咥	口一厶土
豨	豕乂𠂇巾
禊	礻丰刀大
饩	饣气
郤	八人口阝
觋	工人人冂见下
穸	宀八夕
嶲	山亻亠龶丨乛丨乛
舄	臼勹灬
舾	舟西
谿	丿⺍幺大八人口
恓	忄西
蓰	艹彳止丨一人
鼷	臼乛丶丶乛丶丶乛丿⺍幺大
粞	米西
巇	山虍一口丷一戈
憙	士口丷一口心
绤	纟八人口
菥	艹木斤
枲	厶口木
潟	氵臼勹灬
肸	月八十
酅	山亻亠龶冂八口阝
睎	目乂𠂇巾
觿	⺈用山亻亠龶冂八口
嶍	山习习白
暿	日士口丷一口
俙	亻乂𠂇巾
熻	火人一口习习
饻	饣亠𧘇
鳛	鱼习习白
𠅤	亠田心
𫘬	马丿⺍幺大
𬭳	钅士口丷一口
𬶮	鱼士口丷一口
下	一卜
夏	一自夂
侠	亻夹
霞	雨乛一丨一一乛一又
瞎	目宀丰口
狭	犭夹
暇	日乛一丨一一乛一又
峡	山夹
虾	虫下
辖	车宀丰口
匣	匚甲
瑕	王乛一丨一一乛一又
遐	辶乛一丨一一乛一又
黠	黑士口
呷	口甲
狎	犭甲
罅	缶虍乎
硖	石夹
柙	木甲
叚	乛一丨一一乛一又
翈	甲习习
先	⺧儿
现	王冂见下
显	日业
线	纟戋
险	阝人一⺍一
仙	亻山
鲜	鱼羊
限	阝艮
闲	门木
陷	阝⺈臼
县	且厶
献	十冂丷干犬
贤	丨丨又冂人
嫌	女丷一乛一一丨丨丿ㄟ
羡	⺷冫⺈人
弦	弓亠幺
掀	扌斤⺈人
宪	宀⺧儿
咸	戌口
衔	彳钅亍
娴	女门木
涎	氵丿丨一乛廴
馅	饣⺈臼
舷	舟亠幺
腺	月白水
暹	辶日亻亠龶
苋	艹冂见下
冼	冫⺧儿
藓	艹鱼羊
锨	钅斤⺈人
霰	雨艹一月攵
跹	⻊千辶
忺	忄⺈人
痫	疒门木
祆	礻天
岘	山冂见下
酰	酉⺧儿
跣	⻊⺧儿
燹	豕豕火
狝	犭⺈小
蚬	虫冂见下
猃	犭人一⺍一
籼	米山
鹇	门木鸟
筅	⺮⺧儿
莶	艹人一⺍一
氙	气山
挦	扌彐寸
崄	山人一⺍一
缐	纟白水
孅	女人人戈韭
伭	亻亠幺
禒	礻乛乛豕
㬎	日幺幺灬
𪾢	目冂见下
𫍯	讠戌口
𬀪	日冂见下
𬸣	宀一一丨丨一八鸟
想	木目心
向	丿冂口
相	木目
像	亻⺈丨乛一丿乛丿丿丿ㄟ
象	⺈丨乛一丿乛丿丿丿ㄟ
响	口丿冂口
香	禾日
项	工一丿冂人
乡	乛乛丿
享	亠口子
翔	⺶习习
箱	⺮木目
祥	礻羊
详	讠羊
湘	氵木目
厢	厂木目
襄	亠口口一一丨丨一𧘇
镶	钅亠口口一一丨丨一𧘇
橡	木⺈丨乛一丿乛丿丿丿ㄟ
饷	饣丿冂口
骧	马亠口口一一丨丨一𧘇
飨	乡人良
庠	广羊
缃	纟木目
芗	艹乡
鲞	龹鱼
瓖	王亠口口一一丨丨一𧘇
葙	艹木目
珦	王丿冂口
𬙋	纟亠口口一一丨丨一𧘇
小	丨丿丶
笑	⺮夭
消	氵⺌月
晓	日一乛丿兀
萧	艹肃
效	亠八乂攵
销	钅⺌月
肖	⺌月
啸	口肃
孝	耂子
逍	辶⺌月
潇	氵艹肃
削	⺌月刂
嚣	口口一丿冂人口口
霄	雨⺌月
宵	宀⺌月
哮	口耂子
箫	⺮肃
筱	⺮亻丨攵
枭	丿乛丶乛木
硝	石⺌月
骁	马一乛丿兀
淆	氵乂𠂇月
魈	鬼⺌月
绡	纟⺌月
哓	口一乛丿兀
鸮	口一乛鸟
崤	山乂𠂇月
枵	木口一乛
猇	犭虍几
洨	氵亠八乂
翛	亻丨夂习习
虓	九虍几
涍	氵耂子
蟏	虫艹肃
敩	⺍冖子攵
滧	氵亠八乂攵
皛	白白白
𫍲	讠丿丨一乛一一丨又
些	止匕二
血	丿皿
谢	讠身寸
写	冖与
邪	牙阝
协	十办
鞋	革土土
斜	人余下丶丶十
泄	氵世
胁	月办
歇	日勹人乛⺈人
屑	尸⺌月
械	木戈廾
携	扌亻亠龶乃
谐	讠比左匕白
卸	午一丨一卩
挟	扌夹
泻	氵冖与
懈	忄⺈用刀牛
蝎	虫日勹人乛
蟹	⺈用刀牛虫
亵	亠扌丸𧘇
邂	辶⺈用刀牛
偕	亻比左匕白
榭	木身寸
燮	火亠一一口火又
楔	木丰刀大
撷	扌士口一丿冂人
瀣	氵丨一夕又韭
獬	犭⺈用刀牛
勰	力力力田心
廨	广⺈用刀牛
缬	纟士口一丿冂人
躞	⻊火亠一一口火又
绁	纟世
渫	氵世木
薤	艹歹韭
榍	木尸⺌月
揳	扌丰刀大
澥	氵⺈用刀牛
薢	艹⺈用刀牛
叶	口十
㙦	人余下丶丶十土
偰	亻丰刀大
𤫉	王火亠一一口火又
𬹼	止人凵人丿丨
新	立朩斤
心	丶乛丶丶
信	亻亠一一口
欣	斤⺈人
辛	立十
馨	士乛丨一丿几又禾日
薪	艹立朩斤
歆	立日⺈人
昕	日斤
衅	血半
芯	艹心
鑫	金金金
忻	忄斤
锌	钅立十
炘	火斤
囟	丿囗乂
伈	亻心
䜣	讠斤
𫷷	广钅⺈人
性	忄生
星	日生
形	开丿丿丿
兴	⺍一八
醒	酉日生
幸	土丷干
型	开刂土
姓	女生
刑	开刂
腥	月日生
杏	木口
猩	犭日生
惺	忄日生
邢	开阝
悻	忄土丷干
荥	艹冖水
擤	扌自田一丿丨
陉	阝乛丶工
荇	艹彳亍
饧	饣乛丿丿
骍	马立十
硎	石开刂
钘	钅开
瑆	王日生
婞	女土丷干
铏	钅开刂
煋	火日生
𫰛	女乛丶工
兄	口儿
胸	月勹乂凵
雄	𠂇厶亻亠龶
凶	乂凵
熊	厶月匕匕灬
汹	氵乂凵
匈	勹乂凵
芎	艹弓
讻	讠乂凵
夐	⺈冂人目夂
诇	讠冂口
修	亻丨夂丿丿丿
秀	禾乃
休	亻木
羞	⺶丑
袖	衤由
绣	纟禾乃
嗅	口自犬
朽	木一乛
锈	钅禾乃
咻	口亻木
岫	山由
貅	豸亻木
馐	饣⺶丑
庥	广亻木
脩	亻丨夂月
溴	氵自犬
琇	王禾乃
髹	一丨一二厶丿丿丿亻木
鸺	亻木鸟
珛	王𠂇月
滫	氵亻丨夂月
䗛	虫亻丨夂月
许	讠午
续	纟十乛丶丶大
需	雨而
须	丿丿丿一丿冂人
虚	虍业
徐	彳人余下
绪	纟耂日
序	广龴乛丨
旭	九日
叙	人余下又
吁	口于
蓄	艹亠幺田
絮	女口幺小
婿	女乛丨一人月
恤	忄血
栩	木习习
墟	土虍业
诩	讠习习
煦	日勹口灬
胥	乛丨一人月
酗	酉乂凵
顼	王一丿冂人
勖	冂一一目力
蓿	艹宀亻百
盱	目于
魆	鬼戈乛
洫	氵血
溆	氵人余下又
糈	米乛丨一人月
谞	讠乛丨一人月
媭	丿丿丿一丿冂人女
昫	日勹口
醑	酉乛丨一人月
珝	王习习
旴	日于
湑	氵乛丨一人月
垿	土广龴乛丨
㳚	氵戍
冔	冂一一口于
𦈡	纟雨而
𬣙	讠于
选	辶⺧儿
玄	亠幺
宣	宀一日一
旋	方丿一乛丨一人
轩	车干
悬	且厶心
喧	口宀一日一
璇	王方丿一乛丨一人
眩	目亠幺
炫	火亠幺
